PCX1	-1.5506805297263786
PDX1	-1.9941237213540774
PDX2	0.5209248560878298
PDX3	2.002654633936073
PEX1	-0.046713522796159895
PEX2	0.039564070699615386
PEX3	-0.016373299553461687
PEX4	-0.006196978635883835
PKX1	-27.273873415703928
PKX2	23.01855362981008
PKX3	-0.08586705804543707
PHX1	0.017909300165885027
PHX2	-0.010905073524921672
PVX1	-0.36485743562301104
PVX2	-0.4456566315895115
RBX1	-1.8014326693634695
RBX2	-12.642761143026405
RCX1	-0.7434324584153738
REX1	-0.012676183718768223
REX2	0.01843328496032137
RHX1	-0.0030842962268378296

PCY1	1.2205142289305777
PDY1	2.5148335712896586
PDY2	-0.11625135217199836
PDY3	10.481082476470695
PEY1	0.9050421586566563
PEY2	1.1628797998951415
PEY3	-2.7318857804888173
PEY4	0.042042190521279006
PKY1	31.860840736517215
PKY2	2.1450513377754628
PKY3	-0.3308082526730678
PHY1	0.02102186607434194
PHY2	0.03876104702927218
PHY3	-0.21528463534606646
PVY1	0.09822175611220754
PVY2	-0.10000460698419429
PVY3	1.4188942322554439
PVY4	-0.2984607696668227


FNOMIN  -3000
QBZ1	-2.1982149706213043
QBZ2	0.5275698352732895
QBZ3	1.299017920731799
QBZ5	0.928962674836782
QBZ4	0.1302850016041728
QBZ9	-24.266169440396272
QBZ10	-0.2428392974897419
QCZ1	0.9838497263391627
QDZ1	0.8271678330204587
QDZ2	0.24508974611071624
QDZ3	-0.3776339437410783
QDZ4	4.511694456722173
QDZ6	-0.036898793712314394
QDZ7	-0.0033735528125664327
QDZ8	-3.626471436089583
QDZ9	0.4045552821154955
QEZ1	-224.24355415715053
QEZ2	178.11755929958542
QEZ3	45.981282342052275
QEZ4	-0.21417501006033385
QEZ5	-30.448735555923
QHZ1	-0.0026773403226037088
QHZ2	0.00023383323025574467
QHZ3	-0.0038352251495017207
QHZ4	-0.00333922783047027
R0      0.2032

LFZ0	1
LCX	1
LCZ	1
LMUX	1
LEX	1
LKX	1
LHX	1
LVX	1
LCY	1
LMUY	1
LEY	1
LKY	1
LHY	1
LVY	1
LTR	1
LRES	1
LXAL	1
LYKA	1
LVYKA	1
LS	1
LKYC	1
LKZC	1
LMUV	0
LMX	1
LMY	1
LGAX	1
LGAY	1
LGAZ	1
LVMX	1
LSGKP	1
LSGAL	1
LGYR	1
